id,checking,credit_usage,credit_history,purpose,current_balance,savings,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
758,x>=200,15,critical/other existing credit,radio/tv,1271,no known savings,1<=x<4,3,male single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,bad
759,no checking,24,existing paid,new car,1393,x<100,1<=x<4,2,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,good
760,x<0,12,critical/other existing credit,new car,691,x<100,x>=7,4,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,bad
761,no checking,15,critical/other existing credit,new car,5045,no known savings,x>=7,1,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,good
762,x<0,18,critical/other existing credit,furniture/equipment,2124,x<100,1<=x<4,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes,bad
763,x<0,12,existing paid,radio/tv,2214,x<100,1<=x<4,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,good
764,no checking,21,critical/other existing credit,new car,12680,no known savings,x>=7,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
765,no checking,24,critical/other existing credit,new car,2463,100<=x<500,4<=x<7,4,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,good
766,0<=x<200,12,existing paid,radio/tv,1155,x<100,x>=7,3,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,good
767,x<0,30,existing paid,furniture/equipment,3108,x<100,x<1,2,male div/sep,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes,bad
768,no checking,10,existing paid,used car,2901,no known savings,x<1,1,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes,good
769,0<=x<200,12,critical/other existing credit,furniture/equipment,3617,x<100,x>=7,1,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes,good
770,no checking,12,critical/other existing credit,radio/tv,1655,x<100,x>=7,2,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,good
771,x<0,24,existing paid,used car,2812,no known savings,x>=7,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes,good
772,x<0,36,critical/other existing credit,education,8065,x<100,1<=x<4,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
773,no checking,21,critical/other existing credit,used car,3275,x<100,x>=7,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
774,no checking,24,critical/other existing credit,radio/tv,2223,100<=x<500,x>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,good
775,x>=200,12,critical/other existing credit,new car,1480,500<=x<1000,unemployed,2,male single,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,none,yes,good
776,x<0,24,existing paid,new car,1371,no known savings,1<=x<4,4,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes,bad
777,no checking,36,critical/other existing credit,new car,3535,x<100,4<=x<7,4,male single,none,4,car,37,none,own,2,skilled,1,yes,yes,good
778,x<0,18,existing paid,radio/tv,3509,x<100,4<=x<7,4,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,good
779,no checking,36,critical/other existing credit,used car,5711,x>=1000,x>=7,4,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
780,0<=x<200,18,existing paid,repairs,3872,x<100,unemployed,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,good
781,0<=x<200,39,critical/other existing credit,radio/tv,4933,x<100,4<=x<7,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,bad
782,no checking,24,critical/other existing credit,new car,1940,x>=1000,x>=7,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,good
783,0<=x<200,12,no credits/all paid,retraining,1410,x<100,1<=x<4,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,good
784,0<=x<200,12,existing paid,new car,836,100<=x<500,x<1,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes,bad
785,0<=x<200,20,existing paid,used car,6468,no known savings,unemployed,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
786,0<=x<200,18,existing paid,business,1941,x>=1000,1<=x<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,good
787,no checking,22,existing paid,radio/tv,2675,500<=x<1000,x>=7,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
788,no checking,48,critical/other existing credit,used car,2751,no known savings,x>=7,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,good
789,0<=x<200,48,delayed previously,education,6224,x<100,x>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
790,x<0,40,critical/other existing credit,education,5998,x<100,1<=x<4,4,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,bad
791,0<=x<200,21,existing paid,business,1188,x<100,x>=7,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,bad
792,no checking,24,existing paid,used car,6313,no known savings,x>=7,3,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
793,no checking,6,critical/other existing credit,furniture/equipment,1221,no known savings,1<=x<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,good
794,x>=200,24,existing paid,furniture/equipment,2892,x<100,x>=7,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes,good
795,no checking,24,existing paid,furniture/equipment,3062,500<=x<1000,x>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,good
796,no checking,9,existing paid,furniture/equipment,2301,100<=x<500,x<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,good
797,x<0,18,existing paid,used car,7511,no known savings,x>=7,1,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,bad
798,no checking,12,critical/other existing credit,furniture/equipment,1258,x<100,x<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,good
799,no checking,24,delayed previously,new car,717,no known savings,x>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,good
800,0<=x<200,9,existing paid,new car,1549,no known savings,x<1,4,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes,good
801,no checking,24,critical/other existing credit,education,1597,x<100,x>=7,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,good
802,0<=x<200,18,critical/other existing credit,radio/tv,1795,x<100,x>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,good
803,x<0,20,critical/other existing credit,furniture/equipment,4272,x<100,x>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,good
804,no checking,12,critical/other existing credit,radio/tv,976,no known savings,x>=7,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,good
805,0<=x<200,12,existing paid,new car,7472,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes,good
806,x<0,36,existing paid,new car,9271,x<100,4<=x<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,bad
807,0<=x<200,6,existing paid,radio/tv,590,x<100,x<1,3,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,good
808,no checking,12,critical/other existing credit,radio/tv,930,no known savings,x>=7,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,good
809,0<=x<200,42,all paid,used car,9283,x<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
810,0<=x<200,15,no credits/all paid,new car,1778,x<100,x<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes,bad
811,0<=x<200,8,existing paid,business,907,x<100,x<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,good
812,0<=x<200,6,existing paid,radio/tv,484,x<100,4<=x<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,good
813,x<0,36,critical/other existing credit,used car,9629,x<100,4<=x<7,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
814,x<0,48,existing paid,domestic appliance,3051,x<100,1<=x<4,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,bad
815,x<0,48,existing paid,new car,3931,x<100,4<=x<7,4,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes,bad
816,0<=x<200,36,delayed previously,new car,7432,x<100,1<=x<4,2,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,good
817,no checking,6,existing paid,domestic appliance,1338,500<=x<1000,1<=x<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes,good
818,no checking,6,critical/other existing credit,radio/tv,1554,x<100,4<=x<7,1,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
819,x<0,36,existing paid,other,15857,x<100,unemployed,2,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
820,x<0,18,existing paid,radio/tv,1345,x<100,1<=x<4,4,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,bad
821,no checking,12,existing paid,new car,1101,x<100,1<=x<4,3,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,good
822,x>=200,12,existing paid,radio/tv,3016,x<100,1<=x<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,good
823,x<0,36,existing paid,furniture/equipment,2712,x<100,x>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,bad
824,x<0,8,critical/other existing credit,new car,731,x<100,x>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,good
825,no checking,18,critical/other existing credit,furniture/equipment,3780,x<100,x<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
826,x<0,21,critical/other existing credit,new car,1602,x<100,x>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,good
827,x<0,18,critical/other existing credit,new car,3966,x<100,x>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
828,no checking,18,no credits/all paid,business,4165,x<100,1<=x<4,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,bad
829,x<0,36,existing paid,used car,8335,no known savings,x>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes,bad
830,0<=x<200,48,delayed previously,business,6681,no known savings,1<=x<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,good
831,no checking,24,delayed previously,business,2375,500<=x<1000,1<=x<4,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,good
832,x<0,18,existing paid,new car,1216,x<100,x<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad
833,x<0,45,no credits/all paid,business,11816,x<100,x>=7,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,bad
834,0<=x<200,24,existing paid,radio/tv,5084,no known savings,x>=7,2,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,good
835,x>=200,15,existing paid,radio/tv,2327,x<100,x<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,bad
836,x<0,12,no credits/all paid,new car,1082,x<100,1<=x<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
837,no checking,12,existing paid,radio/tv,886,no known savings,1<=x<4,4,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,good
838,no checking,4,existing paid,furniture/equipment,601,x<100,x<1,1,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,good
839,x<0,24,critical/other existing credit,used car,2957,x<100,x>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,good
840,no checking,24,critical/other existing credit,radio/tv,2611,x<100,x>=7,4,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,good
841,x<0,36,existing paid,furniture/equipment,5179,x<100,4<=x<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,bad
842,no checking,21,delayed previously,used car,2993,x<100,1<=x<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,good
843,no checking,18,existing paid,repairs,1943,x<100,x<1,4,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,bad
844,no checking,24,all paid,business,1559,x<100,4<=x<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
845,no checking,18,existing paid,furniture/equipment,3422,x<100,x>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
846,0<=x<200,21,existing paid,furniture/equipment,3976,no known savings,4<=x<7,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,good
847,no checking,18,existing paid,new car,6761,no known savings,1<=x<4,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,bad
848,no checking,24,existing paid,new car,1249,x<100,x<1,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
849,x<0,9,existing paid,radio/tv,1364,x<100,4<=x<7,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,good
850,x<0,12,existing paid,radio/tv,709,x<100,x>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,bad
851,x<0,20,critical/other existing credit,new car,2235,x<100,1<=x<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,bad
852,no checking,24,critical/other existing credit,used car,4042,no known savings,4<=x<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,good
853,no checking,15,critical/other existing credit,radio/tv,1471,x<100,1<=x<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,good
854,x<0,18,all paid,new car,1442,x<100,4<=x<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes,bad
855,no checking,36,delayed previously,new car,10875,x<100,x>=7,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,good
856,no checking,24,existing paid,new car,1474,100<=x<500,x<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,good
857,no checking,10,existing paid,retraining,894,no known savings,4<=x<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,good
858,no checking,15,critical/other existing credit,furniture/equipment,3343,x<100,1<=x<4,4,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,good
859,x<0,15,existing paid,new car,3959,x<100,1<=x<4,3,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,bad
860,no checking,9,existing paid,new car,3577,100<=x<500,1<=x<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,good
861,no checking,24,critical/other existing credit,used car,5804,x>=1000,1<=x<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
862,no checking,18,delayed previously,business,2169,x<100,1<=x<4,4,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
863,x<0,24,existing paid,radio/tv,2439,x<100,x<1,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,bad
864,no checking,27,critical/other existing credit,furniture/equipment,4526,x>=1000,x<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,good
865,no checking,10,existing paid,furniture/equipment,2210,x<100,1<=x<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,bad
866,no checking,15,existing paid,furniture/equipment,2221,500<=x<1000,1<=x<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,good
867,x<0,18,existing paid,radio/tv,2389,x<100,x<1,4,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,good
868,no checking,12,critical/other existing credit,furniture/equipment,3331,x<100,x>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,good
869,no checking,36,existing paid,business,7409,no known savings,x>=7,3,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,good
870,x<0,12,existing paid,furniture/equipment,652,x<100,x>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,good
871,no checking,36,delayed previously,furniture/equipment,7678,500<=x<1000,4<=x<7,2,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,good
872,x>=200,6,critical/other existing credit,new car,1343,x<100,x>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,good
873,x<0,24,critical/other existing credit,business,1382,100<=x<500,4<=x<7,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,good
874,no checking,15,existing paid,domestic appliance,874,no known savings,x<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,good
875,x<0,12,existing paid,furniture/equipment,3590,x<100,1<=x<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,good
876,0<=x<200,11,critical/other existing credit,new car,1322,x>=1000,1<=x<4,4,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,good
877,x<0,18,all paid,radio/tv,1940,x<100,x<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
878,no checking,36,existing paid,radio/tv,3595,x<100,x>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,good
879,x<0,9,existing paid,new car,1422,x<100,x<1,3,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
880,no checking,30,critical/other existing credit,radio/tv,6742,no known savings,4<=x<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good
881,no checking,24,existing paid,used car,7814,x<100,4<=x<7,3,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
882,no checking,24,existing paid,used car,9277,no known savings,1<=x<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,good
883,0<=x<200,30,critical/other existing credit,new car,2181,no known savings,x>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
884,no checking,18,critical/other existing credit,radio/tv,1098,x<100,unemployed,4,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,good
885,0<=x<200,24,existing paid,furniture/equipment,4057,x<100,4<=x<7,3,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,bad
886,x<0,12,existing paid,education,795,x<100,x<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,bad
887,0<=x<200,24,critical/other existing credit,business,2825,no known savings,4<=x<7,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes,good
888,0<=x<200,48,existing paid,business,15672,x<100,1<=x<4,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,bad
889,no checking,36,critical/other existing credit,new car,6614,x<100,x>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
890,no checking,28,all paid,used car,7824,no known savings,x<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,good
891,x<0,27,critical/other existing credit,business,2442,x<100,x>=7,4,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
892,no checking,15,critical/other existing credit,radio/tv,1829,x<100,x>=7,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,good
893,x<0,12,critical/other existing credit,new car,2171,x<100,1<=x<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,good
894,0<=x<200,36,critical/other existing credit,used car,5800,x<100,1<=x<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,good
895,no checking,18,critical/other existing credit,radio/tv,1169,no known savings,1<=x<4,4,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,good
896,no checking,36,delayed previously,used car,8947,no known savings,4<=x<7,3,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,good
897,x<0,21,existing paid,radio/tv,2606,x<100,x<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
898,no checking,12,critical/other existing credit,furniture/equipment,1592,x>=1000,4<=x<7,3,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,good
899,no checking,15,existing paid,furniture/equipment,2186,no known savings,4<=x<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,good
900,x<0,18,existing paid,furniture/equipment,4153,x<100,1<=x<4,2,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes,bad
901,x<0,16,critical/other existing credit,new car,2625,x<100,x>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,bad
902,no checking,20,critical/other existing credit,new car,3485,no known savings,x<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes,good
903,no checking,36,critical/other existing credit,used car,10477,no known savings,x>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes,good
904,no checking,15,existing paid,radio/tv,1386,no known savings,1<=x<4,4,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,good
905,no checking,24,existing paid,radio/tv,1278,x<100,x>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
906,x<0,12,existing paid,radio/tv,1107,x<100,1<=x<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,good
907,x<0,21,existing paid,new car,3763,no known savings,4<=x<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,good
908,0<=x<200,36,existing paid,education,3711,no known savings,1<=x<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,good
909,no checking,15,delayed previously,used car,3594,x<100,x<1,1,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,good
910,0<=x<200,9,existing paid,new car,3195,no known savings,1<=x<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,good
911,no checking,36,delayed previously,radio/tv,4454,x<100,1<=x<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,good
912,0<=x<200,24,critical/other existing credit,furniture/equipment,4736,x<100,x<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,bad
913,0<=x<200,30,existing paid,radio/tv,2991,no known savings,x>=7,2,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,good
914,no checking,11,existing paid,business,2142,x>=1000,x>=7,1,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes,good
915,x<0,24,all paid,business,3161,x<100,1<=x<4,4,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,bad
916,0<=x<200,48,no credits/all paid,other,18424,x<100,1<=x<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,bad
917,no checking,10,existing paid,used car,2848,100<=x<500,1<=x<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,good
918,x<0,6,existing paid,new car,14896,x<100,x>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
919,x<0,24,existing paid,furniture/equipment,2359,100<=x<500,unemployed,1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes,bad
920,x<0,24,existing paid,furniture/equipment,3345,x<100,x>=7,4,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
921,no checking,18,critical/other existing credit,furniture/equipment,1817,x<100,1<=x<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes,good
922,no checking,48,delayed previously,radio/tv,12749,500<=x<1000,4<=x<7,4,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
923,x<0,9,existing paid,radio/tv,1366,x<100,x<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,bad
924,0<=x<200,12,existing paid,new car,2002,x<100,4<=x<7,3,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,good
925,x<0,24,all paid,furniture/equipment,6872,x<100,x<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,bad
926,x<0,12,all paid,new car,697,x<100,x<1,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,bad
927,x<0,18,critical/other existing credit,furniture/equipment,1049,x<100,x<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,good
928,x<0,48,existing paid,used car,10297,x<100,4<=x<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,bad
929,no checking,30,existing paid,radio/tv,1867,no known savings,x>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,good
930,x<0,12,delayed previously,new car,1344,x<100,1<=x<4,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,good
931,x<0,24,existing paid,furniture/equipment,1747,x<100,x<1,4,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,good
932,0<=x<200,9,existing paid,radio/tv,1670,x<100,x<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,bad
933,no checking,9,critical/other existing credit,new car,1224,x<100,1<=x<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,good
934,no checking,12,critical/other existing credit,radio/tv,522,500<=x<1000,x>=7,4,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,good
935,x<0,12,existing paid,radio/tv,1498,x<100,1<=x<4,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,good
936,0<=x<200,30,delayed previously,radio/tv,1919,100<=x<500,x<1,4,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
937,x>=200,9,existing paid,radio/tv,745,x<100,1<=x<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,bad
938,0<=x<200,6,existing paid,radio/tv,2063,x<100,x<1,4,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
939,0<=x<200,60,existing paid,education,6288,x<100,1<=x<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes,bad
940,no checking,24,critical/other existing credit,used car,6842,no known savings,1<=x<4,2,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
941,no checking,12,existing paid,new car,3527,no known savings,x<1,2,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
942,no checking,10,existing paid,new car,1546,x<100,1<=x<4,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,good
943,no checking,24,existing paid,furniture/equipment,929,no known savings,4<=x<7,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,good
944,no checking,4,critical/other existing credit,new car,1455,x<100,4<=x<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,good
945,x<0,15,existing paid,furniture/equipment,1845,x<100,x<1,4,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,good
946,0<=x<200,48,no credits/all paid,new car,8358,500<=x<1000,x<1,1,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,good
947,x<0,24,all paid,furniture/equipment,3349,500<=x<1000,x<1,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,bad
948,no checking,12,existing paid,new car,2859,no known savings,unemployed,4,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
